"Security_ID","BDC_Name","FV_Percentage_Cost","FV_Per_Par","Non_Accrual","Security_Type","Non_Qualifying","Loan_Tenure","FV_Percentage_Cost_Q1","FV_Per_Par_Q1","Non_Accrual_Q1","Security_Type_Q1","Non_Qualifying_Q1","Loan_Tenure_Q1","FV_Percentage_Cost_Q2","FV_Per_Par_Q2","Non_Accrual_Q2","Security_Type_Q2","Non_Qualifying_Q2","Loan_Tenure_Q2"
"'5aafd01287eae","Newtek Business Services Corp.","","96.43","0","First Lien Senior Secured","0","26","","96.55","0","First Lien Senior Secured","0","26","","96.61","0","First Lien Senior Secured","0","26"
"'5eb98ce848106","Golub Capital BDC, Inc","103.14333333333","100","0","First Lien Senior Secured","0","4","99.926666666667","97.466666666667","0","First Lien Senior Secured","0","4","101.16","100","0","First Lien Senior Secured","0","4"
"'5d5149d779a40","Newtek Business Services Corp.","96.59","96.59","0","First Lien Senior Secured","0","44","96.67","96.67","0","First Lien Senior Secured","0","44","88.59","88.59","0","First Lien Senior Secured","0","44"
"'5e5914b63bd11","Blackstone Secured Lending Fund","98.35","96.75","0","First Lien Senior Secured","0","15","98.42","96.75","0","First Lien Senior Secured","0","15","97.73","96","0","First Lien Senior Secured","0","15"
"'609e8a37ea810","Newtek Business Services Corp.","57.485","106.68","0","First Lien Senior Secured","0","64","","","0","","0","","","","0","","0",""
"'6007d99a381ac","AB Private Credit Investors Corporation","98.93","98","0","First Lien Senior Secured","0","-21","99.01","98","0","First Lien Senior Secured","0","-21","99.08","98","0","First Lien Senior Secured","0","-21"
"'5e70dc6d55071","Newtek Business Services Corp.","102.5","102.51","0","First Lien Senior Secured","0","230","102.5","102.5","0","First Lien Senior Secured","0","230","101.7","101.7","0","First Lien Senior Secured","0","230"
"'5e442cb877fb3","Ares Capital Corporation","100","100","0","Subordinated","0","30","100","100","0","Subordinated","0","30","100","100","0","Subordinated","0","30"
"'5eb3db64bd77e","FS KKR Capital Corp.","107.66","137.5","0","First Lien Senior Secured","1","4","105.27","134.75","0","First Lien Senior Secured","1","4","97.65","124.75","0","First Lien Senior Secured","1","4"
"'5aafd2f9efbd7","Newtek Business Services Corp.","51.69","51.69","1","First Lien Senior Secured","0","27","51.17","51.17","1","First Lien Senior Secured","0","27","54.13","54.13","1","First Lien Senior Secured","0","27"
"'591447ed97c9a","Prospect Capital Corporation","100","100","0","First Lien Senior Secured","0","-50","100","100","0","First Lien Senior Secured","0","-50","99.81","99.81","0","First Lien Senior Secured","0","-50"
"'5d4136b944268","Horizon Technology Finance Corporation","","","0","","0","","","","0","","0","","48.216666666667","47.753333333333","1","First Lien Senior Secured","0","-29"
"'5ff833f67fb5b","Golub Capital BDC, Inc","","","0","First Lien Senior Secured","0","0","","","0","First Lien Senior Secured","0","0","","","0","First Lien Senior Secured","0","0"
"'5cd9425092b87","Main Street Capital Corporation","100","99.37","0","First Lien Senior Secured","0","-19","100","99.32","0","First Lien Senior Secured","0","-19","100","99.28","0","First Lien Senior Secured","0","-19"
"'6010fa14911e5","PhenixFIN Corp","34.47","33.333333333333","1","First Lien Senior Secured","0","-47","34.47","33.333333333333","1","First Lien Senior Secured","0","-47","32.646666666667","31.57","1","First Lien Senior Secured","0","-47"
"'5ffd747b08ede","FS KKR Capital Corp. II","66.945","66.675","0","First Lien Senior Secured","0","-44","73.22","73.22","0","First Lien Senior Secured","0","-44","100","100","0","First Lien Senior Secured","0","-44"
"'5fffddd3b0c51","Goldman Sachs Private Middle Market Credit II LLC","","","0","","0","","102.77","100","0","First Lien Senior Secured","0","-8","102.91","100","0","First Lien Senior Secured","0","-8"
"'5ffd75f459c35","BlackRock Capital Investment Corporation","101.74","101","0","First Lien Senior Secured","0","14","101.8","101","0","First Lien Senior Secured","0","14","100.34","99.5","0","First Lien Senior Secured","0","14"
"'591adf24a09b4","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-44","","100","0","First Lien Senior Secured","0","-44","","100","0","First Lien Senior Secured","0","-44"
"'6094e78ce7b24","Barings BDC, Inc.","100.05","98.12","0","First Lien Senior Secured","0","16","","","0","","0","","","","0","","0",""
"'5b6be84a67b8b","Sixth Street Specialty Lending, Inc.","104.19","100","0","First Lien Senior Secured","1","-17","101.62","97.25","0","First Lien Senior Secured","1","-17","102.19","97.5","0","First Lien Senior Secured","1","-17"
"'5ebe84dcc6873","Trinity Capital Inc","96.4","94.77","0","First Lien Senior Secured","0","-28","99.6","97.6","0","First Lien Senior Secured","0","-28","99.73","97.34","0","First Lien Senior Secured","0","-28"
"'591d72b663a7d","Newtek Business Services Corp.","","101.41","0","First Lien Senior Secured","0","16","","102.74","0","First Lien Senior Secured","0","16","","101.32","0","First Lien Senior Secured","0","16"
"'59899321898c2","Main Street Capital Corporation","90.93","90.17","0","First Lien Senior Secured","0","-16","84.26","83.51","0","First Lien Senior Secured","0","-16","44.05","43.63","0","First Lien Senior Secured","0","-16"
"'5eb274015e160","Owl Rock Capital Corporation II","101.04","100","0","First Lien Senior Secured","0","4","101.08","100","0","First Lien Senior Secured","0","4","101.13","100","0","First Lien Senior Secured","0","4"
"'6049c971b8320","FS Energy and Power Fund","95.07","95","0","First Lien Senior Secured","0","-42","95.08","95","0","First Lien Senior Secured","0","-42","","","0","","0",""
"'609e7e523e5e5","Newtek Business Services Corp.","","84","0","First Lien Senior Secured","0","66","","","0","","0","","","","0","","0",""
"'5a0c2f4aa08c2","Goldman Sachs BDC, Inc.","98.06","98.01","0","First Lien Senior Secured","0","-12","92.06","92","0","First Lien Senior Secured","0","-12","90.06","90","0","First Lien Senior Secured","0","-12"
"'5ffc044a9edd9","Apollo Investment Corporation","99.6","99","0","First Lien Senior Secured","0","-14","99.14","98.5","0","First Lien Senior Secured","0","-14","98.19","97.5","0","First Lien Senior Secured","0","-14"
"'5914546c24cd1","Hercules Capital, Inc.","100","101.13","0","First Lien Senior Secured","0","-46","100","100.83","0","First Lien Senior Secured","0","-46","99.61","100.13","0","First Lien Senior Secured","0","-46"
"'6001701261e6f","CION Investment Corporation","","2.6","0","First Lien Senior Secured","0","-20","","2.4","0","First Lien Senior Secured","0","-20","","2.6","0","First Lien Senior Secured","0","-20"
"'5ebcfd859407a","AG Twin Brook BDC, Inc.","99.95","98.24","0","First Lien Senior Secured","0","-7","100","98.11","0","First Lien Senior Secured","0","-7","99.94","98.05","0","First Lien Senior Secured","0","-7"
"'5c8b7a372ba7c","Venture Lending & Leasing VIII, Inc","100","98.76","0","First Lien Senior Secured","0","-46","100","98.36","0","First Lien Senior Secured","0","-46","100","97.97","0","First Lien Senior Secured","0","-46"
"'5ffd575ec94fc","Bain Capital Specialty Finance, Inc","","","0","","0","","","","0","","0","","101.29","100","0","First Lien Senior Secured","0","-55"
"'5eb2789e362e0","TCG BDC II, Inc.","105.75","103.64","0","Second Lien Senior Secured","1","28","105.11","102.95","0","Second Lien Senior Secured","1","28","105.13","102.92","0","Second Lien Senior Secured","1","28"
"'5ebce8b07a8c6","Venture Lending & Leasing IX, Inc.","100","96.88","0","First Lien Senior Secured","0","-26.25","100","96.5175","0","First Lien Senior Secured","0","-26.25","100","96.15","0","First Lien Senior Secured","0","-27"
"'5aa0e08045e64","BlackRock Capital Investment Corporation","98.75","98.75","0","First Lien Senior Secured","0","-32","97.75","97.75","0","First Lien Senior Secured","0","-32","96.5","96.5","0","First Lien Senior Secured","0","-32"
"'5ffe8eea6502a","TCG BDC II, Inc.","","","0","","0","","","","0","","0","","101.9","100.06","0","First Lien Senior Secured","0","-4"
"'593a5185b9e8e","Main Street Capital Corporation","102.47","100","0","First Lien Senior Secured","0","-29","102.72","100","0","First Lien Senior Secured","0","-29","102.91","99.96","0","First Lien Senior Secured","0","-29"
"'5db99b40adee0","Barings BDC, Inc.","100.85","99.15","0","First Lien Senior Secured","0","-1","99.75","98","0","First Lien Senior Secured","0","-1","99.655","98","0","First Lien Senior Secured","0","-1"
"'601244f67e1ed","AB Private Credit Investors Corporation","100.62","100","0","First Lien Senior Secured","0","-32","99.68","99","0","First Lien Senior Secured","0","-32","98.76","98","0","First Lien Senior Secured","0","-32"
"'5ff43c580e5f6","New Mountain Guardian III BDC, L.L.C.","101.225","100","0","First Lien Senior Secured","0","0","101.295","100","0","First Lien Senior Secured","0","0","97.295","96.015","0","First Lien Senior Secured","0","0"
"'5be991bf27f91","Newtek Business Services Corp.","98.36","98.36","0","First Lien Senior Secured","0","35","91.98","91.98","0","First Lien Senior Secured","0","35","89.58","89.58","0","First Lien Senior Secured","0","35"
"'6007b36abcb20","Owl Rock Capital Corporation","","","0","First Lien Senior Secured","1","-48","","","0","","0","","97.79","95.16","0","First Lien Senior Secured","1","-54"
"'5d4be72c73e02","Golub Capital BDC, Inc","99.595","100","0","First Lien Senior Secured","0","-4","99.56","100","0","First Lien Senior Secured","0","-4","99.55","100","0","First Lien Senior Secured","0","-4"
"'5ffff318b19a9","Goldman Sachs BDC, Inc.","101.54","27.74","0","First Lien Senior Secured","0","-12","99.58","27.02","0","First Lien Senior Secured","0","-12","94.94","45.95","0","First Lien Senior Secured","0","-12"
"'60115f3d71109","Oaktree Specialty Lending Corp","97.7","96.45","0","First Lien Senior Secured","0","-25","94.33","93","0","First Lien Senior Secured","0","-25","95.77","94.28","0","First Lien Senior Secured","0","-25"
"'5eb132594ac02","Hercules Capital, Inc.","101.555","105.97","0","First Lien Senior Secured","0","-39","101.09","105.05","0","First Lien Senior Secured","0","-39","100.705","104.25","0","First Lien Senior Secured","0","-39"
"'5aeff7af85811","Hancock Park Corporate Income, Inc.","97.1","96.12","0","First Lien Senior Secured","0","-29","98.28","97.19","0","First Lien Senior Secured","0","-29","96.32","95.39","0","First Lien Senior Secured","0","-29"
"'591456487ac65","PennantPark Floating Rate Capital Ltd.","","","0","","0","","100.07","100","0","First Lien Senior Secured","0","-52","99.17","99","0","First Lien Senior Secured","0","-52"
"'609a27edaec69","Palmer Square Capital BDC Inc","100.62","100.06","0","First Lien Senior Secured","0","-8","","","0","","0","","","","0","","0",""
"'5915a22076f36","Newtek Business Services Corp.","103.53","103.53","0","First Lien Senior Secured","0","-3","103.62","103.63","0","First Lien Senior Secured","0","-3","101.44","101.44","0","First Lien Senior Secured","0","-3"
"'5a0463d7be898","Newtek Business Services Corp.","116.85","116.85","0","First Lien Senior Secured","0","204","114.57","114.57","0","First Lien Senior Secured","0","204","115.37","115.37","0","First Lien Senior Secured","0","204"
"'5ffc30714e45b","Apollo Investment Corporation","99.95","98.7","0","First Lien Senior Secured","1","-15","103.14","102.91","0","First Lien Senior Secured","1","-15","101.3","101.1","0","First Lien Senior Secured","1","-15"
"'600127539db46","Crescent Capital BDC, Inc","","","0","","0","","","","0","","0","","99.71","99.14","0","First Lien Senior Secured","0","-36"
"'5b6d3a71e0767","Newtek Business Services Corp.","105.01","105.01","0","First Lien Senior Secured","0","31","105.34","105.34","0","First Lien Senior Secured","0","31","103.57","103.57","0","First Lien Senior Secured","0","31"
"'5919a0fb4b9e0","Portman Ridge Finance Corporation","89.97","88.92","0","Second Lien Senior Secured","0","1","88.51","87.42","0","Second Lien Senior Secured","0","1","89.05","87.89","0","Second Lien Senior Secured","0","1"
"'60000af265dab","Blackrock TCP Capital Corp.","100.14","100","0","First Lien Senior Secured","0","-51","100","100","0","First Lien Senior Secured","0","-53","98.12","98.1","0","First Lien Senior Secured","0","-56"
"'5e70d3708ecd9","Newtek Business Services Corp.","83.47","83.47","0","First Lien Senior Secured","0","50","83.51","83.51","0","First Lien Senior Secured","0","50","79.36","79.37","0","First Lien Senior Secured","0","50"
"'59d730b6bc834","Newtek Business Services Corp.","116.63","116.63","0","First Lien Senior Secured","0","200","116.81","116.81","0","First Lien Senior Secured","0","200","115.38","115.38","0","First Lien Senior Secured","0","200"
"'5f314600a56b5","Oaktree Strategic Income II, Inc.","102.2","98.5","0","First Lien Senior Secured","1","14","96.59","93","0","First Lien Senior Secured","1","14","86.87","86","0","First Lien Senior Secured","1","14"
"'5915935b221ee","Newtek Business Services Corp.","117.6","117.6","0","First Lien Senior Secured","0","177","117.67","117.67","0","First Lien Senior Secured","0","177","117.4","117.4","0","First Lien Senior Secured","0","177"
"'5c947b5d85041","AB Private Credit Investors Corporation","94.53","92.75","0","First Lien Senior Secured","0","-3","88.25","86.5","0","First Lien Senior Secured","0","-3","78.12","76.5","0","First Lien Senior Secured","0","-3"
"'5ffd8646a3fa5","FS KKR Capital Corp. II","100.16","100","0","First Lien Senior Secured","0","27","100","99.76","0","First Lien Senior Secured","0","27","99.07","99.07","0","First Lien Senior Secured","0","-22"
"'5ff4249ac2497","TCG BDC II, Inc.","101.88","100.48","0","First Lien Senior Secured","0","-11","101.18","99.72","0","First Lien Senior Secured","0","-11","100.68","99.15","0","First Lien Senior Secured","0","-11"
"'5ebe4d84df553","NMF SLF I, Inc.","119.48","99.8","0","First Lien Senior Secured","0","-9","120.64","99.6","0","First Lien Senior Secured","0","-9","119.33","97.45","0","First Lien Senior Secured","0","-9"
"'591ae3471a862","Newtek Business Services Corp.","117.58","117.58","0","First Lien Senior Secured","0","188","117.84","117.84","0","First Lien Senior Secured","0","188","117.22","117.22","0","First Lien Senior Secured","0","188"
"'59fc640b9880a","Ares Capital Corporation","","","0","","0","","","","0","","0","","100","100","0","Second Lien Senior Secured","0","3"
"'5b61625ac73c8","New Mountain Finance Corporation","100.72","100","0","Second Lien Senior Secured","0","7","100.755","100","0","Second Lien Senior Secured","0","7","100.78","99.99","0","Second Lien Senior Secured","0","7"
"'59199dcf1fa89","Steele Creek Capital Corporation","101.62","100.6","0","First Lien Senior Secured","0","23","101.32","100.3","0","First Lien Senior Secured","0","23","101.27","100.27","0","First Lien Senior Secured","0","23"
"'5eabe8d20e0ec","Barings BDC, Inc.","105.085","98.6","0","First Lien Senior Secured","1","17","106.535","97.76","0","First Lien Senior Secured","1","17","100.515","94.18","0","First Lien Senior Secured","1","17"
"'5aaf73e559082","Palmer Square Capital BDC Inc","","","0","","0","","","","0","","0","","104.14","98.74","0","First Lien Senior Secured","0","-24"
"'5be9898a4cf5b","Newtek Business Services Corp.","116.29","116.29","0","First Lien Senior Secured","0","215","113.71","113.71","0","First Lien Senior Secured","0","215","114.77","114.77","0","First Lien Senior Secured","0","215"
"'60012e963108a","Crescent Capital BDC, Inc","","","0","First Lien Senior Secured","0","-38","","","0","First Lien Senior Secured","0","-38","","","0","First Lien Senior Secured","0","-38"
"'5eb503882e8f9","SLR Senior Investment Corp","99.96","100.71","0","First Lien Senior Secured","1","-6","100","100.46","0","First Lien Senior Secured","0","-6","99.83","100","0","First Lien Senior Secured","0","-6"
"'593fa73acf8d9","Goldman Sachs BDC, Inc.","","","0","","0","","104.005","98.745","0","Second Lien Senior Secured","0","-24","97.815","96.71","0","Second Lien Senior Secured","0","-24"
"'5e4e2eeb9d8f6","TCW Direct Lending VII LLC","102.85","102","0","First Lien Senior Secured","0","1","101.89","101","0","First Lien Senior Secured","0","1","101.94","101","0","First Lien Senior Secured","0","1"
"'5f33dea02525f","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-38","","100","0","First Lien Senior Secured","0","-38"
"'5eb41fdaca968","Oaktree Strategic Income II, Inc.","101.57","100.04","0","Second Lien Senior Secured","0","29","100.61","99.04","0","Second Lien Senior Secured","0","29","96.35","94.87","0","Second Lien Senior Secured","0","29"
"'59199ae34d3da","Capitala Finance Corp","100","100","0","First Lien Senior Secured","0","-42","100","100","0","First Lien Senior Secured","0","-42","100","100","0","First Lien Senior Secured","0","-56"
"'5ff6f0450466b","Golub Capital BDC, Inc","","","0","First Lien Senior Secured","0","0","","","0","First Lien Senior Secured","0","0","","","0","First Lien Senior Secured","0","0"
"'601bfbd10932a","Oaktree Strategic Income II, Inc.","99.91","98.2","0","First Lien Senior Secured","0","1","99.8","98","0","First Lien Senior Secured","0","1","","","0","","0",""
"'5e4176c80c07b","Golub Capital BDC 3, Inc.","","","0","First Lien Senior Secured","0","2","","","0","First Lien Senior Secured","1","2","","","0","First Lien Senior Secured","0","2"
"'5d4be6aa850cb","Golub Capital BDC, Inc","99.645","100","0","First Lien Senior Secured","0","-2","99.615","100","0","First Lien Senior Secured","0","-2","97.54","99.01","0","First Lien Senior Secured","0","-2"
"'5ebc068e94ff9","Newtek Business Services Corp.","82.87","82.87","0","First Lien Senior Secured","0","54","82.95","82.95","0","First Lien Senior Secured","0","54","78.93","78.93","0","First Lien Senior Secured","0","54"
"'5ffd4f1b78a3f","Owl Rock Capital Corporation II","99.35","98.25","0","First Lien Senior Secured","0","-14","98.93","97.75","0","First Lien Senior Secured","0","-14","98.24","97","0","First Lien Senior Secured","0","-14"
"'5984554b8c00d","Portman Ridge Finance Corporation","101.3","100","0","First Lien Senior Secured","0","-15","101.99","99.31","0","First Lien Senior Secured","0","-15","99.82","97","0","First Lien Senior Secured","0","-15"
"'5a7c4f03c5b0f","Golub Capital BDC, Inc","102.36","100","0","First Lien Senior Secured","0","-22","101.04","98.5","0","First Lien Senior Secured","0","-22","101.14333333333","100","0","First Lien Senior Secured","0","-22"
"'591d3aed17a91","Newtek Business Services Corp.","57.955","111.525","0","First Lien Senior Secured","0","110","57.915","111.425","0","First Lien Senior Secured","0","110","58.355","110.895","0","First Lien Senior Secured","0","110"
"'5ffea63fdecbc","Ares Capital Corporation","101.66","98.77","0","First Lien Senior Secured","1","10","102.10666666667","96.706666666667","0","First Lien Senior Secured","1","10","99.673333333333","96.843333333333","0","First Lien Senior Secured","1","10"
"'5c8b6782c447f","Venture Lending & Leasing VIII, Inc","","","0","","0","","100","92.4","0","First Lien Senior Secured","0","-42","100","90.6","0","First Lien Senior Secured","0","-42"
"'5c5a8a56da339","Capital Southwest Corporation","101.15","100","0","First Lien Senior Secured","0","-21","101.24","100","0","First Lien Senior Secured","0","-21","101.33","100","0","First Lien Senior Secured","0","-21"
"'5915a696a5fb5","CION Investment Corporation","96.5","96.5","0","Second Lien Senior Secured","0","-24","96.25","96.25","0","Second Lien Senior Secured","0","-24","95","95","0","Second Lien Senior Secured","0","-50"
"'591595ee64265","Prospect Capital Corporation","101.73","100","0","Second Lien Senior Secured","0","14","100.62","98.83","0","Second Lien Senior Secured","0","14","99.13","97.29","0","Second Lien Senior Secured","0","14"
"'593909ec2be4f","Audax Credit BDC Inc.","99.93","99.375","0","First Lien Senior Secured","0","-6","100.14","100","0","First Lien Senior Secured","0","-6","100.17","100","0","First Lien Senior Secured","0","-6"
"'5ae95a65efba3","Barings BDC, Inc.","","","0","","0","","90.99","88.8","0","First Lien Senior Secured","0","-18","85.82","83.61","0","First Lien Senior Secured","0","-18"
"'591af240ae9d0","Newtek Business Services Corp.","0.84","0.84","1","First Lien Senior Secured","0","-50","1.01","1.01","1","First Lien Senior Secured","0","-50","0.99","0.99","1","First Lien Senior Secured","0","-50"
"'6063321c9b3e2","Newtek Business Services Corp.","84.03","84.03","0","First Lien Senior Secured","0","62","84.35","84.35","0","First Lien Senior Secured","0","62","","","0","","0",""
"'5a13f250218d3","Ares Capital Corporation","104.25","100","0","First Lien Senior Secured","0","7","108.51","100","0","First Lien Senior Secured","0","7","104.25","100","0","First Lien Senior Secured","0","7"
"'5aec1ea3e22af","Hercules Capital, Inc.","","","0","","0","","101.52","105.94","0","First Lien Senior Secured","0","-28","100.59","103.83","0","First Lien Senior Secured","0","-28"
"'591ae5ec3ac75","Newtek Business Services Corp.","103.36","103.36","0","First Lien Senior Secured","0","-2","103.64","103.64","0","First Lien Senior Secured","0","-2","101.36","101.36","0","First Lien Senior Secured","0","-2"
"'5c6317f1361bb","Ares Capital Corporation","100.745","100","0","First Lien Senior Secured","0","-22","100.355","99.61","0","First Lien Senior Secured","0","-22","93.58","93.08","0","First Lien Senior Secured","0","-22"
"'5f3a09dbf2574","Venture Lending & Leasing IX, Inc.","100","94.15","0","First Lien Senior Secured","0","-28","100","93.55","0","First Lien Senior Secured","0","-28","100","92.735","0","First Lien Senior Secured","0","-28"
"'5d512aec7705b","MSC Income Fund, Inc. (f.k.a HMS Income Fund, Inc.)","100","100","0","First Lien Senior Secured","0","-39","100","100","0","First Lien Senior Secured","0","-39","100","100","0","Second Lien Senior Secured","0","-39"
"'5ff563009fbd2","New Mountain Finance Corporation","99.9","99.72","0","First Lien Senior Secured","0","-33","99.69","99.52","0","First Lien Senior Secured","0","-33","99.465","99.1","0","First Lien Senior Secured","0","-33"
"'60632cafb5dd4","Newtek Business Services Corp.","112.435","112.435","0","First Lien Senior Secured","0","243","112.5","112.5","0","First Lien Senior Secured","0","243","","","0","","0",""
"'5af56055033d9","Newtek Business Services Corp.","105.08","105.08","0","First Lien Senior Secured","0","28","104.96","104.96","0","First Lien Senior Secured","0","28","104.8","104.8","0","First Lien Senior Secured","0","28"
"'5f33e6e405716","Newtek Business Services Corp.","100","100","0","First Lien Senior Secured","0","-40","100","100","0","First Lien Senior Secured","0","-40","100","100","0","First Lien Senior Secured","0","-40"
"'5af2d46e92471","Sierra Income Corporation","133","80","1","Second Lien Senior Secured","0","-32","121.12","75","1","Second Lien Senior Secured","0","-32","102.33","65","1","Second Lien Senior Secured","0","-32"
"'591aee247e411","Newtek Business Services Corp.","99.84","99.84","0","First Lien Senior Secured","0","22.6667","99.87","99.87","0","First Lien Senior Secured","0","22.6667","98.686666666667","98.686666666667","0","First Lien Senior Secured","0","22.6667"
"'5aafc120ada8a","Newtek Business Services Corp.","","","0","","0","","48.335","96.885","0","First Lien Senior Secured","0","29.5","47.5","90.98","0","First Lien Senior Secured","0","29.5"
"'5f33c9639387f","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'5eb26fa5b9d70","Ares Capital Corporation","","","0","","0","","","","0","","0","","100","66.665","1","First Lien Senior Secured","0","-39.5"
"'60123e6e2fc7a","TCG BDC II, Inc.","102.52","101.17","0","First Lien Senior Secured","0","0","102.69","101.17","0","First Lien Senior Secured","0","0","51.195","50.495","0","First Lien Senior Secured","0","0"
"'601bafd68b11e","Gladstone Capital Corporation","99.87","99.87","0","First Lien Senior Secured","0","3","100","100","0","First Lien Senior Secured","0","3","","","0","","0",""
"'593a4f7330f3e","MSC Income Fund, Inc. (f.k.a HMS Income Fund, Inc.)","53.82","53.98","0","First Lien Senior Secured","0","-48","69.82","70.42","0","First Lien Senior Secured","0","-48","89.6","91.1","0","First Lien Senior Secured","0","-48"
"'603dea1aa30a3","FS KKR Capital Corp. II","99.33","98.01","0","First Lien Senior Secured","0","13","100.67","99.34","0","First Lien Senior Secured","0","13","","","0","","0",""
"'5faa4eac71a98","Blackstone Secured Lending Fund","","","0","","0","","104.59","99.6","0","First Lien Senior Secured","1","24","104.65666666667","99.503333333333","0","First Lien Senior Secured","1","24"
"'591d7326a2263","Newtek Business Services Corp.","90.725","90.725","1","First Lien Senior Secured","0","3","90.735","90.735","1","First Lien Senior Secured","0","3","59.283333333333","59.283333333333","1","First Lien Senior Secured","0","7"
"'598c2a173a197","Audax Credit BDC Inc.","","","0","","0","","99.09","100","0","Second Lien Senior Secured","0","21","99.05","100","0","Second Lien Senior Secured","0","21"
"'5dcc208662059","Newtek Business Services Corp.","90.91","90.91","0","First Lien Senior Secured","0","46","82.96","82.96","0","First Lien Senior Secured","0","46","78.26","78.26","0","First Lien Senior Secured","0","46"
"'5ffd70fd7e1a3","FS KKR Capital Corp.","101.58","100.78","0","First Lien Senior Secured","0","-28","99.21","98.44","0","First Lien Senior Secured","0","-28","98.67","98.02","0","First Lien Senior Secured","0","-28"
"'5ffea6fe1b08d","Prospect Capital Corporation","101.17","100","0","First Lien Senior Secured","0","0","101.23","99.98","0","First Lien Senior Secured","0","0","101.305","100","0","First Lien Senior Secured","0","0"
"'59a7c4e2870aa","Ares Capital Corporation","","","0","","0","","","","0","","0","","42.28","21.14","0","Other","1","34"
"'5f33d9509d2b2","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-38","","100","0","First Lien Senior Secured","0","-38"
"'5915ab63e0a9d","Newtek Business Services Corp.","","101.92","0","First Lien Senior Secured","0","-23","","101.75","0","First Lien Senior Secured","0","-23","","101.61","0","First Lien Senior Secured","0","-23"
"'5f33e631e82b6","Newtek Business Services Corp.","100","100","0","First Lien Senior Secured","0","-39","100","100","0","First Lien Senior Secured","0","-39","100","100","0","First Lien Senior Secured","0","-39"
"'59157cf0db5d1","First Eagle Alternative Capital BDC, Inc.","100","100","0","First Lien Senior Secured","0","0","100","100","0","First Lien Senior Secured","0","0","100","100","0","First Lien Senior Secured","0","0"
"'5ffc2beb02074","Apollo Investment Corporation","99.58","99.58","0","First Lien Senior Secured","0","-23","99.17","99.16","0","First Lien Senior Secured","0","-23","100.47","99.01","0","First Lien Senior Secured","0","-23"
"'59390f8a14b47","Barings BDC, Inc.","96.82","96.7","0","First Lien Senior Secured","0","-29","96.01","95.88","0","First Lien Senior Secured","0","-29","94.5","94.36","0","First Lien Senior Secured","0","-29"
"'606340d79f887","Newtek Business Services Corp.","85.72","85.72","0","First Lien Senior Secured","0","63","85.84","85.84","0","First Lien Senior Secured","0","63","","","0","","0",""
"'5f33d99108882","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'5dc277841b4f7","TCG BDC II, Inc.","96.25","94.52","0","First Lien Senior Secured","0","-12","96.25","94.41","0","First Lien Senior Secured","0","-12","95.4","93.47","0","First Lien Senior Secured","0","-12"
"'5ff4222bac1cf","NMF SLF I, Inc.","","","0","First Lien Senior Secured","0","-6","","","0","First Lien Senior Secured","0","-6","","","0","","0",""
"'5f22bbeeba442","Blackstone Secured Lending Fund","103.46","101.08","0","First Lien Senior Secured","0","8","103.58","101.08","0","First Lien Senior Secured","0","8","101.39","98.83","0","First Lien Senior Secured","0","8"
"'5992ca783679e","Crescent Capital BDC, Inc","","","0","","0","","","","0","","0","","27.96","27.87","1","First Lien Senior Secured","0","-15"
"'6058749f57214","Palmer Square Capital BDC Inc","103.945","99.66","0","First Lien Senior Secured","0","-4","101.94","99.77","0","First Lien Senior Secured","0","-4","100.32","98.085","0","First Lien Senior Secured","0","-4"
"'605af5c5611ee","Barings Capital Investment Corporation","102.75","100","0","First Lien Senior Secured","0","14","99.93","97.16","0","First Lien Senior Secured","0","14","","","0","","0",""
"'5f33c77dee886","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'59d728b5b8782","Newtek Business Services Corp.","5.89","5.89","1","First Lien Senior Secured","0","57","5.83","5.83","1","First Lien Senior Secured","0","57","6.93","6.93","1","First Lien Senior Secured","0","57"
"'6041de2947264","Trinity Capital Inc","100.75","101.785","0","First Lien Senior Secured","0","-26.5","100","100.07","0","First Lien Senior Secured","0","-26.5","","","0","","0",""
"'5b6d3ab6c03d3","Newtek Business Services Corp.","98.305","98.305","1","First Lien Senior Secured","0","47","98.035","98.035","1","First Lien Senior Secured","0","47","99.44","99.44","1","First Lien Senior Secured","0","47"
"'5ff43b97603d0","Oaktree Specialty Lending Corp","","","0","First Lien Senior Secured","0","-7","","","0","First Lien Senior Secured","0","-7","103.51","100","0","First Lien Senior Secured","0","-7"
"'60110d3fcf5d8","Capital Southwest Corporation","92.03","91","0","First Lien Senior Secured","0","-25","92.13","91","0","First Lien Senior Secured","0","-25","92.24","91","0","First Lien Senior Secured","0","-25"
"'59410712707a6","FS KKR Capital Corp. II","","","0","","0","","","","0","","0","","107.81","98.57","0","First Lien Senior Secured","0","-19"
